Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0055072~iron ion homeostasis	6	4.137931034482759	3.7182000167288744E-4	ENSG00000012223, ENSG00000138449, ENSG00000148346, ENSG00000166947, ENSG00000158578, ENSG00000112077	143	72	16650	9.702797202797203	0.6775021033535402	0.014975516917128062	0.6684679137566207
GOTERM_BP_FAT	GO:0043900~regulation of multi-organism process	12	8.275862068965518	3.9137287364397755E-4	ENSG00000012223, ENSG00000104921, ENSG00000135218, ENSG00000164047, ENSG00000131747, ENSG00000100448, ENSG00000124107, ENSG00000148175, ENSG00000163661, ENSG00000197561, ENSG00000005381, ENSG00000087586	143	377	16650	3.7061082153920353	0.6961377385621079	0.015551242137551768	0.7035035113705956
GOTERM_BP_FAT	GO:0001906~cell killing	7	4.827586206896552	3.946245984506866E-4	ENSG00000104921, ENSG00000164047, ENSG00000172232, ENSG00000100448, ENSG00000164821, ENSG00000197561, ENSG00000163221	143	112	16650	7.277097902097902	0.6991307988839703	0.015477411563837529	0.7093289464262575
GOTERM_BP_FAT	GO:0051304~chromosome separation	6	4.137931034482759	3.9645066487459176E-4	ENSG00000138778, ENSG00000131747, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000175063	143	73	16650	9.569882172621899	0.7007986663045596	0.01535068376151183	0.7126001860711884
GOTERM_BP_FAT	GO:0043901~negative regulation of multi-organism process	8	5.517241379310345	3.978627026597392E-4	ENSG00000012223, ENSG00000135218, ENSG00000164047, ENSG00000100448, ENSG00000124107, ENSG00000163661, ENSG00000197561, ENSG00000005381	143	157	16650	5.932920582602112	0.7020820343795263	0.015211437184968313	0.7151296595195422
GOTERM_CC_FAT	GO:0000775~chromosome, centromeric region	9	6.206896551724138	4.2376127128504953E-4	ENSG00000143228, ENSG00000138778, ENSG00000122952, ENSG00000123219, ENSG00000112742, ENSG00000134057, ENSG00000152253, ENSG00000178999, ENSG00000087586	138	189	14527	5.012767425810904	0.12387064904711564	0.008231034127091474	0.568159459129558
GOTERM_BP_FAT	GO:0000302~response to reactive oxygen species	9	6.206896551724138	4.434869664124743E-4	ENSG00000170312, ENSG00000196139, ENSG00000135218, ENSG00000115607, ENSG00000165168, ENSG00000148346, ENSG00000118520, ENSG00000005381, ENSG00000145386	143	210	16650	4.990009990009991	0.7407157106483606	0.016731327454744926	0.7968265675484476
GOTERM_MF_FAT	GO:0035173~histone kinase activity	4	2.7586206896551726	4.6401135181102114E-4	ENSG00000170312, ENSG00000134057, ENSG00000178999, ENSG00000087586	127	19	15478	25.65768752590137	0.22023899069724273	0.0795776162487285	0.6726097464939018
GOTERM_BP_FAT	GO:1902589~single-organism organelle organization	28	19.310344827586206	4.769981598054797E-4	ENSG00000138778, ENSG00000161800, ENSG00000107562, ENSG00000090889, ENSG00000066279, ENSG00000134057, ENSG00000183688, ENSG00000170312, ENSG00000143228, ENSG00000122952, ENSG00000138160, ENSG00000088325, ENSG00000137804, ENSG00000152253, ENSG00000137807, ENSG00000178999, ENSG00000123219, ENSG00000131747, ENSG00000184292, ENSG00000112742, ENSG00000129682, ENSG00000117399, ENSG00000126787, ENSG00000166803, ENSG00000072110, ENSG00000163554, ENSG00000175063, ENSG00000087586	143	1612	16650	2.022419268076836	0.7658636621984309	0.017764413856222294	0.8567928017256587
GOTERM_BP_FAT	GO:0031100~organ regeneration	6	4.137931034482759	4.777719449982723E-4	ENSG00000170312, ENSG00000107562, ENSG00000176890, ENSG00000138772, ENSG00000145386, ENSG00000087586	143	76	16650	9.192123665807877	0.7664145803968972	0.017577911035652205	0.8581770385752474
GOTERM_BP_FAT	GO:0015669~gas transport	4	2.7586206896551726	5.324339231669369E-4	ENSG00000104267, ENSG00000206177, ENSG00000223609, ENSG00000112077	143	19	16650	24.51232977548767	0.8022255235205459	0.019336246813506763	0.9559165545658943
GOTERM_BP_FAT	GO:0006979~response to oxidative stress	12	8.275862068965518	5.659422555001378E-4	ENSG00000170312, ENSG00000196139, ENSG00000135218, ENSG00000115607, ENSG00000165168, ENSG00000112299, ENSG00000148346, ENSG00000118520, ENSG00000073756, ENSG00000008394, ENSG00000005381, ENSG00000145386	143	394	16650	3.5461999929005006	0.8214077116194902	0.020298882121811523	1.0157868382873136
GOTERM_BP_FAT	GO:0000910~cytokinesis	7	4.827586206896552	5.699507825518321E-4	ENSG00000161800, ENSG00000090889, ENSG00000129173, ENSG00000011426, ENSG00000137804, ENSG00000137807, ENSG00000178999	143	120	16650	6.791958041958042	0.8235741614631495	0.02020317959648288	1.0229466970761103
GOTERM_BP_FAT	GO:0031145~anaphase-promoting complex-dependent catabolic process	6	4.137931034482759	5.710589699983906E-4	ENSG00000170312, ENSG00000134057, ENSG00000178999, ENSG00000117399, ENSG00000175063, ENSG00000087586	143	79	16650	8.843055678498716	0.824168443670283	0.02000907041897282	1.024926007564364
GOTERM_BP_FAT	GO:0045123~cellular extravasation	5	3.4482758620689653	5.759587747845599E-4	ENSG00000107562, ENSG00000172232, ENSG00000102837, ENSG00000162692, ENSG00000197561	143	45	16650	12.937062937062937	0.826772145057556	0.019949443468173622	1.0336769986248329
GOTERM_BP_FAT	GO:0045840~positive regulation of mitotic nuclear division	5	3.4482758620689653	5.759587747845599E-4	ENSG00000124882, ENSG00000137804, ENSG00000126787, ENSG00000175063, ENSG00000087586	143	45	16650	12.937062937062937	0.826772145057556	0.019949443468173622	1.0336769986248329
GOTERM_CC_FAT	GO:0042582~azurophil granule	4	2.7586206896551726	6.035911351163283E-4	ENSG00000172232, ENSG00000102837, ENSG00000164821, ENSG00000005381	138	18	14527	23.39291465378422	0.17169786292593792	0.011019848809661559	0.8083627495541146
GOTERM_CC_FAT	GO:0005766~primary lysosome	4	2.7586206896551726	6.035911351163283E-4	ENSG00000172232, ENSG00000102837, ENSG00000164821, ENSG00000005381	138	18	14527	23.39291465378422	0.17169786292593792	0.011019848809661559	0.8083627495541146
GOTERM_BP_FAT	GO:0045787~positive regulation of cell cycle	11	7.586206896551724	6.629641351057139E-4	ENSG00000170312, ENSG00000161800, ENSG00000124882, ENSG00000129173, ENSG00000137804, ENSG00000134057, ENSG00000137807, ENSG00000178999, ENSG00000126787, ENSG00000175063, ENSG00000087586	143	339	16650	3.7780803267528933	0.867088115211986	0.022671647523011984	1.188945848071965
GOTERM_BP_FAT	GO:0045931~positive regulation of mitotic cell cycle	7	4.827586206896552	6.776869636028151E-4	ENSG00000170312, ENSG00000124882, ENSG00000137804, ENSG00000134057, ENSG00000126787, ENSG00000175063, ENSG00000087586	143	124	16650	6.572862621249718	0.8729151759556031	0.02291209581687048	1.2151972795194421
GOTERM_BP_FAT	GO:0030071~regulation of mitotic metaphase/anaphase transition	5	3.4482758620689653	6.804664097799794E-4	ENSG00000138778, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000175063	143	47	16650	12.386549620592174	0.8739862324543146	0.022752328283924372	1.2201524113881868
GOTERM_BP_FAT	GO:0034614~cellular response to reactive oxygen species	7	4.827586206896552	7.069342057258304E-4	ENSG00000170312, ENSG00000196139, ENSG00000115607, ENSG00000148346, ENSG00000118520, ENSG00000005381, ENSG00000145386	143	125	16650	6.520279720279721	0.8837441049023097	0.023370507694397524	1.2673268200297683
GOTERM_MF_FAT	GO:0019865~immunoglobulin binding	4	2.7586206896551726	7.244066751681082E-4	ENSG00000104921, ENSG00000186431, ENSG00000162747, ENSG00000132465	127	22	15478	22.158911954187545	0.32187434942079707	0.09253989089519998	1.0482190463096175
GOTERM_BP_FAT	GO:0030099~myeloid cell differentiation	11	7.586206896551724	7.254858714844111E-4	ENSG00000012223, ENSG00000100985, ENSG00000104267, ENSG00000134198, ENSG00000166947, ENSG00000196415, ENSG00000158578, ENSG00000105610, ENSG00000072110, ENSG00000112077, ENSG00000169877	143	343	16650	3.734021080959857	0.8901297005929496	0.023719115471034113	1.3003793680246511
GOTERM_BP_FAT	GO:1902099~regulation of metaphase/anaphase transition of cell cycle	5	3.4482758620689653	7.374541187813489E-4	ENSG00000138778, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000175063	143	48	16650	12.128496503496503	0.8940619448298176	0.023849708902761613	1.3216970317354915
GOTERM_BP_FAT	GO:1901701~cellular response to oxygen-containing compound	19	13.10344827586207	7.58788092220191E-4	ENSG00000196139, ENSG00000135218, ENSG00000164047, ENSG00000148346, ENSG00000073756, ENSG00000118520, ENSG00000134057, ENSG00000005381, ENSG00000012223, ENSG00000170312, ENSG00000115607, ENSG00000121742, ENSG00000134326, ENSG00000165168, ENSG00000104267, ENSG00000117318, ENSG00000008394, ENSG00000105610, ENSG00000145386	143	912	16650	2.4256993006993004	0.9007257072260892	0.02427361049022292	1.3596860020840706
GOTERM_BP_FAT	GO:0043903~regulation of symbiosis, encompassing mutualism through parasitism	10	6.896551724137931	7.636975008167104E-4	ENSG00000012223, ENSG00000135218, ENSG00000164047, ENSG00000131747, ENSG00000100448, ENSG00000124107, ENSG00000148175, ENSG00000163661, ENSG00000197561, ENSG00000005381	143	285	16650	4.085388295914612	0.9021988885395984	0.0241747761205926	1.3684261301717404
GOTERM_BP_FAT	GO:0010965~regulation of mitotic sister chromatid separation	5	3.4482758620689653	7.977357325131054E-4	ENSG00000138778, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000175063	143	49	16650	11.880976166690454	0.911829126678139	0.024979372828697777	1.4290036417911933
GOTERM_BP_FAT	GO:0007062~sister chromatid cohesion	7	4.827586206896552	8.005703491804448E-4	ENSG00000143228, ENSG00000138778, ENSG00000122952, ENSG00000123219, ENSG00000152253, ENSG00000178999, ENSG00000117399	143	128	16650	6.367460664335664	0.9125869979291215	0.024811855778263836	1.434046796179933
GOTERM_BP_FAT	GO:0007017~microtubule-based process	15	10.344827586206897	8.24222118924815E-4	ENSG00000138778, ENSG00000161800, ENSG00000090889, ENSG00000066279, ENSG00000112742, ENSG00000129682, ENSG00000126787, ENSG00000170312, ENSG00000138160, ENSG00000088325, ENSG00000166803, ENSG00000137804, ENSG00000137807, ENSG00000178999, ENSG00000087586	143	618	16650	2.826057437707923	0.9186620104313856	0.025278500930138614	1.4761168934250724
GOTERM_CC_FAT	GO:0000793~condensed chromosome	9	6.206896551724138	8.476417631774541E-4	ENSG00000143228, ENSG00000138778, ENSG00000122952, ENSG00000123219, ENSG00000131747, ENSG00000134057, ENSG00000152253, ENSG00000178999, ENSG00000087586	138	210	14527	4.511490683229813	0.23246897658776178	0.014591189348814426	1.1334883180249666
GOTERM_BP_FAT	GO:0044784~metaphase/anaphase transition of cell cycle	5	3.4482758620689653	8.614149688702038E-4	ENSG00000138778, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000175063	143	50	16650	11.643356643356645	0.9273727734747413	0.026141287123075507	1.5422386031941238
GOTERM_BP_FAT	GO:0051306~mitotic sister chromatid separation	5	3.4482758620689653	9.285956654050433E-4	ENSG00000138778, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000175063	143	51	16650	11.415055532702592	0.9408115819149216	0.027874428390176953	1.661566697364758
GOTERM_BP_FAT	GO:0050830~defense response to Gram-positive bacterium	6	4.137931034482759	9.337377258264547E-4	ENSG00000135218, ENSG00000008438, ENSG00000164047, ENSG00000100448, ENSG00000169397, ENSG00000164821	143	88	16650	7.938652256834075	0.9417313619018484	0.027753064698424423	1.670694528083827
GOTERM_BP_FAT	GO:0051302~regulation of cell division	7	4.827586206896552	9.777692320589613E-4	ENSG00000161800, ENSG00000124882, ENSG00000129173, ENSG00000066279, ENSG00000137807, ENSG00000178999, ENSG00000087586	143	133	16650	6.128082443871917	0.9490447420160553	0.028762634176921598	1.7488234587999751
GOTERM_BP_FAT	GO:0001816~cytokine production	15	10.344827586206897	0.0010068669983908296	ENSG00000156575, ENSG00000135218, ENSG00000164047, ENSG00000133048, ENSG00000073756, ENSG00000105205, ENSG00000012223, ENSG00000008438, ENSG00000165168, ENSG00000124882, ENSG00000172232, ENSG00000186652, ENSG00000197561, ENSG00000163221, ENSG00000229314	143	631	16650	2.7678343843161595	0.9533666710643669	0.02932303735062236	1.8004219739625182
GOTERM_BP_FAT	GO:0070942~neutrophil mediated cytotoxicity	3	2.0689655172413794	0.0010593501212395728	ENSG00000172232, ENSG00000100448, ENSG00000197561	143	6	16650	58.21678321678322	0.9602565840295393	0.03053664864854866	1.893424585395509
GOTERM_BP_FAT	GO:0070943~neutrophil mediated killing of symbiont cell	3	2.0689655172413794	0.0010593501212395728	ENSG00000172232, ENSG00000100448, ENSG00000197561	143	6	16650	58.21678321678322	0.9602565840295393	0.03053664864854866	1.893424585395509
GOTERM_BP_FAT	GO:0051276~chromosome organization	22	15.172413793103448	0.001078265948418109	ENSG00000123219, ENSG00000138778, ENSG00000161800, ENSG00000131747, ENSG00000090889, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000117399, ENSG00000170312, ENSG00000143228, ENSG00000122952, ENSG00000101003, ENSG00000189060, ENSG00000137804, ENSG00000123405, ENSG00000152253, ENSG00000137807, ENSG00000178999, ENSG00000159339, ENSG00000175063, ENSG00000087586	143	1184	16650	2.1634615384615388	0.9624819653272788	0.030782305780202246	1.926923937396785
GOTERM_BP_FAT	GO:0040011~locomotion	26	17.93103448275862	0.0011359802732250706	ENSG00000124469, ENSG00000169385, ENSG00000163993, ENSG00000107562, ENSG00000073756, ENSG00000066279, ENSG00000170312, ENSG00000100985, ENSG00000124882, ENSG00000172232, ENSG00000138772, ENSG00000150625, ENSG00000197561, ENSG00000184292, ENSG00000163421, ENSG00000173391, ENSG00000129682, ENSG00000086548, ENSG00000133818, ENSG00000102837, ENSG00000119888, ENSG00000011426, ENSG00000162692, ENSG00000163221, ENSG00000122176, ENSG00000163554	143	1530	16650	1.9786096256684491	0.9685310168798738	0.03210313728233738	2.029067482456748
GOTERM_BP_FAT	GO:0051347~positive regulation of transferase activity	15	10.344827586206897	0.001152402220566467	ENSG00000138778, ENSG00000133048, ENSG00000163421, ENSG00000134057, ENSG00000129682, ENSG00000117399, ENSG00000012223, ENSG00000170312, ENSG00000124882, ENSG00000172232, ENSG00000088325, ENSG00000197561, ENSG00000178999, ENSG00000163221, ENSG00000175063	143	640	16650	2.7289117132867133	0.9700666522246448	0.03226051613626113	2.058112884766694
GOTERM_BP_FAT	GO:0051785~positive regulation of nuclear division	5	3.4482758620689653	0.0013206568941417365	ENSG00000124882, ENSG00000137804, ENSG00000126787, ENSG00000175063, ENSG00000087586	143	56	16650	10.395854145854146	0.9820724199758347	0.03655061388290992	2.355235735673311
GOTERM_BP_FAT	GO:0033047~regulation of mitotic sister chromatid segregation	5	3.4482758620689653	0.0013206568941417365	ENSG00000138778, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000175063	143	56	16650	10.395854145854146	0.9820724199758347	0.03655061388290992	2.355235735673311
GOTERM_BP_FAT	GO:1901990~regulation of mitotic cell cycle phase transition	10	6.896551724137931	0.0014379522531154923	ENSG00000170312, ENSG00000138778, ENSG00000011426, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000117399, ENSG00000175063, ENSG00000145386, ENSG00000087586	143	312	16650	3.7318450779989245	0.9874600752059997	0.039376593313801944	2.5618650785281916
GOTERM_BP_FAT	GO:0042035~regulation of cytokine biosynthetic process	6	4.137931034482759	0.0015124361260919427	ENSG00000156575, ENSG00000165168, ENSG00000124882, ENSG00000172232, ENSG00000186652, ENSG00000197561	143	98	16650	7.128585700014272	0.990006566182655	0.04100666562895516	2.6928625579922816
GOTERM_BP_FAT	GO:0000083~regulation of transcription involved in G1/S transition of mitotic cell cycle	4	2.7586206896551726	0.0015289851324034852	ENSG00000170312, ENSG00000176890, ENSG00000171848, ENSG00000167513	143	27	16650	17.24941724941725	0.9904980890090401	0.041080653594465	2.721945298849149
GOTERM_BP_FAT	GO:0002446~neutrophil mediated immunity	4	2.7586206896551726	0.0015289851324034852	ENSG00000172232, ENSG00000100448, ENSG00000138772, ENSG00000197561	143	27	16650	17.24941724941725	0.9904980890090401	0.041080653594465	2.721945298849149
GOTERM_CC_FAT	GO:0005874~microtubule	12	8.275862068965518	0.0015470118234527268	ENSG00000170312, ENSG00000138778, ENSG00000161800, ENSG00000138160, ENSG00000090889, ENSG00000088325, ENSG00000066279, ENSG00000137804, ENSG00000129682, ENSG00000137807, ENSG00000178999, ENSG00000087586	138	404	14527	3.126775721050366	0.3830957297764209	0.02510278365013452	2.059737454455457
GOTERM_CC_FAT	GO:0016023~cytoplasmic, membrane-bounded vesicle	23	15.862068965517242	0.0015785774773437327	ENSG00000138449, ENSG00000135218, ENSG00000164047, ENSG00000161800, ENSG00000096006, ENSG00000137563, ENSG00000160180, ENSG00000005381, ENSG00000012223, ENSG00000228278, ENSG00000165168, ENSG00000163751, ENSG00000172232, ENSG00000100448, ENSG00000159496, ENSG00000102837, ENSG00000138772, ENSG00000164821, ENSG00000148175, ENSG00000072110, ENSG00000186652, ENSG00000197561, ENSG00000229314	138	1183	14527	2.046632854325162	0.3891508984708155	0.024344051012770485	2.1013530995650176
GOTERM_BP_FAT	GO:0007010~cytoskeleton organization	21	14.482758620689657	0.0016975437305379896	ENSG00000161800, ENSG00000184292, ENSG00000090889, ENSG00000107562, ENSG00000066279, ENSG00000112742, ENSG00000129682, ENSG00000183688, ENSG00000170312, ENSG00000138160, ENSG00000166947, ENSG00000088325, ENSG00000166803, ENSG00000011426, ENSG00000137804, ENSG00000072110, ENSG00000137807, ENSG00000136573, ENSG00000178999, ENSG00000163554, ENSG00000087586	143	1144	16650	2.1373294537630203	0.9943155163227887	0.04511164206083451	3.017697948670628
GOTERM_MF_FAT	GO:0097367~carbohydrate derivative binding	32	22.06896551724138	0.0017601298782896093	ENSG00000158825, ENSG00000138778, ENSG00000090889, ENSG00000132465, ENSG00000005381, ENSG00000170312, ENSG00000172232, ENSG00000138160, ENSG00000088325, ENSG00000072571, ENSG00000197561, ENSG00000137807, ENSG00000136573, ENSG00000178999, ENSG00000131747, ENSG00000133048, ENSG00000179869, ENSG00000112742, ENSG00000012223, ENSG00000100504, ENSG00000008438, ENSG00000134326, ENSG00000133818, ENSG00000166947, ENSG00000100448, ENSG00000133063, ENSG00000186652, ENSG00000104043, ENSG00000122176, ENSG00000087586, ENSG00000175063, ENSG00000197208	127	2241	15478	1.7402804569107577	0.6110330380319908	0.1720911158331222	2.5291517410260034
GOTERM_BP_FAT	GO:0042108~positive regulation of cytokine biosynthetic process	5	3.4482758620689653	0.0018158064470431517	ENSG00000156575, ENSG00000165168, ENSG00000124882, ENSG00000172232, ENSG00000197561	143	61	16650	9.54373495357102	0.9960360794983957	0.047764280258335234	3.22469431578174
GOTERM_MF_FAT	GO:0008201~heparin binding	7	4.827586206896552	0.0019733101027333347	ENSG00000012223, ENSG00000172232, ENSG00000100448, ENSG00000186652, ENSG00000197561, ENSG00000122176, ENSG00000005381	127	160	15478	5.3319881889763785	0.6531070920566409	0.1617647820585637	2.8313955032217453
GOTERM_CC_FAT	GO:0051233~spindle midzone	4	2.7586206896551726	0.0020335471677117353	ENSG00000138778, ENSG00000161800, ENSG00000178999, ENSG00000087586	138	27	14527	15.595276435856146	0.4701242326995464	0.029790704267868784	2.699362524640425
GOTERM_BP_FAT	GO:0044419~interspecies interaction between organisms	19	13.10344827586207	0.0020862364261864	ENSG00000135218, ENSG00000164047, ENSG00000131747, ENSG00000148346, ENSG00000170180, ENSG00000107562, ENSG00000176890, ENSG00000005381, ENSG00000012223, ENSG00000008438, ENSG00000172232, ENSG00000100448, ENSG00000124107, ENSG00000162692, ENSG00000179750, ENSG00000148175, ENSG00000163661, ENSG00000197561, ENSG00000145386	143	998	16650	2.2166711044466556	0.9982620496492399	0.05422070664877454	3.696463417153395
GOTERM_BP_FAT	GO:0044403~symbiosis, encompassing mutualism through parasitism	19	13.10344827586207	0.0020862364261864	ENSG00000135218, ENSG00000164047, ENSG00000131747, ENSG00000148346, ENSG00000170180, ENSG00000107562, ENSG00000176890, ENSG00000005381, ENSG00000012223, ENSG00000008438, ENSG00000172232, ENSG00000100448, ENSG00000124107, ENSG00000162692, ENSG00000179750, ENSG00000148175, ENSG00000163661, ENSG00000197561, ENSG00000145386	143	998	16650	2.2166711044466556	0.9982620496492399	0.05422070664877454	3.696463417153395
GOTERM_BP_FAT	GO:0045786~negative regulation of cell cycle	12	8.275862068965518	0.002329950787593827	ENSG00000170312, ENSG00000122952, ENSG00000131747, ENSG00000100526, ENSG00000073756, ENSG00000129173, ENSG00000112742, ENSG00000134057, ENSG00000178999, ENSG00000175063, ENSG00000145386, ENSG00000087586	143	470	16650	2.972771908942122	0.9991735018023183	0.059858101553156184	4.119764954364635
GOTERM_BP_FAT	GO:0031570~DNA integrity checkpoint	7	4.827586206896552	0.002371126005036914	ENSG00000170312, ENSG00000131747, ENSG00000134057, ENSG00000167513, ENSG00000145386, ENSG00000087586, ENSG00000143476	143	158	16650	5.158449145790918	0.9992710491252935	0.060375579612829355	4.191107414038642
GOTERM_BP_FAT	GO:1901987~regulation of cell cycle phase transition	10	6.896551724137931	0.0023804698717246955	ENSG00000170312, ENSG00000138778, ENSG00000011426, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000117399, ENSG00000175063, ENSG00000145386, ENSG00000087586	143	336	16650	3.465284715284716	0.9992915317512903	0.06010430271583245	4.207290132618735
GOTERM_BP_FAT	GO:0032465~regulation of cytokinesis	5	3.4482758620689653	0.002426853532846418	ENSG00000161800, ENSG00000129173, ENSG00000137807, ENSG00000178999, ENSG00000087586	143	66	16650	8.82072472981564	0.9993850015920714	0.060737317847141536	4.287584160507829
GOTERM_BP_FAT	GO:0007093~mitotic cell cycle checkpoint	7	4.827586206896552	0.002427630565729312	ENSG00000170312, ENSG00000122952, ENSG00000131747, ENSG00000112742, ENSG00000134057, ENSG00000145386, ENSG00000087586	143	159	16650	5.126006069402296	0.9993864575746092	0.060261331856976685	4.288928728378238
GOTERM_BP_FAT	GO:0040007~growth	18	12.413793103448276	0.002476569891076255	ENSG00000135218, ENSG00000164047, ENSG00000158825, ENSG00000176890, ENSG00000107562, ENSG00000066279, ENSG00000134057, ENSG00000129682, ENSG00000005381, ENSG00000008438, ENSG00000170312, ENSG00000101003, ENSG00000124882, ENSG00000100448, ENSG00000197561, ENSG00000122176, ENSG00000087586, ENSG00000157456	143	932	16650	2.248716948287764	0.9994715432442127	0.06094345177658478	4.37357677929846
GOTERM_BP_FAT	GO:0016572~histone phosphorylation	4	2.7586206896551726	0.0025133511444802646	ENSG00000170312, ENSG00000134057, ENSG00000178999, ENSG00000087586	143	32	16650	14.554195804195805	0.999527633259905	0.06132618072274254	4.437149035280552
GOTERM_BP_FAT	GO:0033045~regulation of sister chromatid segregation	5	3.4482758620689653	0.002564079641609311	ENSG00000138778, ENSG00000112742, ENSG00000134057, ENSG00000126787, ENSG00000175063	143	67	16650	8.689072121907943	0.9995953607344048	0.06202971054830464	4.524762039311902
GOTERM_BP_FAT	GO:0055076~transition metal ion homeostasis	6	4.137931034482759	0.0026138169427184425	ENSG00000012223, ENSG00000138449, ENSG00000148346, ENSG00000166947, ENSG00000158578, ENSG00000112077	143	111	16650	6.293706293706293	0.9996523304343576	0.06269830183975134	4.61058948658798
GOTERM_BP_FAT	GO:0002478~antigen processing and presentation of exogenous peptide antigen	7	4.827586206896552	0.002666876709078976	ENSG00000135218, ENSG00000138778, ENSG00000161800, ENSG00000165168, ENSG00000138160, ENSG00000090889, ENSG00000137807	143	162	16650	5.031080031080031	0.9997042944504109	0.06343227110580052	4.702069886680526
GOTERM_BP_FAT	GO:0006026~aminoglycan catabolic process	5	3.4482758620689653	0.0027065427298546708	ENSG00000008438, ENSG00000133048, ENSG00000072571, ENSG00000133063, ENSG00000122176	143	68	16650	8.561291649526943	0.9997380024051818	0.06384798066671549	4.770403978532311
GOTERM_CC_FAT	GO:0000777~condensed chromosome kinetochore	6	4.137931034482759	0.0028992178237582174	ENSG00000143228, ENSG00000138778, ENSG00000122952, ENSG00000123219, ENSG00000134057, ENSG00000152253	138	103	14527	6.13212325875897	0.5958098135780374	0.040339687111981104	3.8278681471774156
GOTERM_MF_FAT	GO:1901681~sulfur compound binding	8	5.517241379310345	0.002971152220690936	ENSG00000012223, ENSG00000172232, ENSG00000100448, ENSG00000008394, ENSG00000186652, ENSG00000197561, ENSG00000122176, ENSG00000005381	127	233	15478	4.184515562164171	0.7970728279591186	0.20375154905264792	4.234553383046014
GOTERM_BP_FAT	GO:0030261~chromosome condensation	4	2.7586206896551726	0.002994802602488815	ENSG00000170312, ENSG00000131747, ENSG00000137804, ENSG00000134057	143	34	16650	13.698066639243109	0.9998912933642975	0.06987414936579062	5.265611199481524
GOTERM_BP_FAT	GO:0035404~histone-serine phosphorylation	3	2.0689655172413794	0.003107634465376633	ENSG00000134057, ENSG00000178999, ENSG00000087586	143	10	16650	34.93006993006993	0.9999229654020472	0.07186382644120415	5.458784051791188
GOTERM_BP_FAT	GO:0048872~homeostasis of number of cells	8	5.517241379310345	0.003116508898676064	ENSG00000138449, ENSG00000166947, ENSG00000158578, ENSG00000105610, ENSG00000112077, ENSG00000163554, ENSG00000169877, ENSG00000157456	143	224	16650	4.158341658341658	0.9999250241965418	0.07151942683707357	5.47396165859243
GOTERM_BP_FAT	GO:0031099~regeneration	7	4.827586206896552	0.0031930557613725524	ENSG00000170312, ENSG00000107562, ENSG00000176890, ENSG00000138772, ENSG00000134057, ENSG00000145386, ENSG00000087586	143	168	16650	4.851398601398602	0.9999406473861175	0.07266645977445219	5.604781347477406
GOTERM_BP_FAT	GO:0019884~antigen processing and presentation of exogenous antigen	7	4.827586206896552	0.0032883651183200145	ENSG00000135218, ENSG00000138778, ENSG00000161800, ENSG00000165168, ENSG00000138160, ENSG00000090889, ENSG00000137807	143	169	16650	4.82269210079861	0.999955631629423	0.07420261478831636	5.767427392887048
GOTERM_BP_FAT	GO:0006260~DNA replication	9	6.206896551724138	0.0034536310808756005	ENSG00000170312, ENSG00000101003, ENSG00000131747, ENSG00000124882, ENSG00000129173, ENSG00000166803, ENSG00000171848, ENSG00000167513, ENSG00000143476	143	290	16650	3.6134555100072343	0.9999732128714998	0.07721893808664115	6.0488275720173235
GOTERM_CC_FAT	GO:0031616~spindle pole centrosome	3	2.0689655172413794	0.003781033712314754	ENSG00000178999, ENSG00000126787, ENSG00000087586	138	10	14527	31.580434782608698	0.6933101693045611	0.05008973336771938	4.9649550702111185
GOTERM_BP_FAT	GO:0022411~cellular component disassembly	12	8.275862068965518	0.003848186352975516	ENSG00000170312, ENSG00000100985, ENSG00000131747, ENSG00000189060, ENSG00000100448, ENSG00000134057, ENSG00000123405, ENSG00000118113, ENSG00000129682, ENSG00000197561, ENSG00000163554, ENSG00000157456	143	502	16650	2.783272504388042	0.9999919723621037	0.08504782846084047	6.71743512191113
GOTERM_BP_FAT	GO:0001817~regulation of cytokine production	13	8.96551724137931	0.003902607246058045	ENSG00000012223, ENSG00000135218, ENSG00000008438, ENSG00000156575, ENSG00000164047, ENSG00000165168, ENSG00000124882, ENSG00000172232, ENSG00000073756, ENSG00000186652, ENSG00000197561, ENSG00000105205, ENSG00000229314	143	577	16650	2.6232865920907513	0.9999932018992355	0.08557988393727056	6.809302478561907
GOTERM_BP_FAT	GO:0021700~developmental maturation	8	5.517241379310345	0.004149297142248758	ENSG00000012223, ENSG00000124882, ENSG00000176890, ENSG00000166947, ENSG00000134057, ENSG00000183688, ENSG00000117399, ENSG00000087586	143	236	16650	3.9469005570700486	0.9999968007016877	0.09010150687866958	7.2246665529954175
