"Category","Term","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR","Rids"
"GOTERM_BP_FAT","GO:0051347~positive regulation of transferase activity",15,10.3448275862069,0.00115240222056647,143,640,16650,2.72891171328671,0.970066652224645,0.0322605161362611,2.05811288476669,144
"GOTERM_BP_FAT","GO:0051785~positive regulation of nuclear division",5,3.44827586206897,0.00132065689414174,143,56,16650,10.3958541458541,0.982072419975835,0.0365506138829099,2.35523573567331,145
"GOTERM_BP_FAT","GO:0033047~regulation of mitotic sister chromatid segregation",5,3.44827586206897,0.00132065689414174,143,56,16650,10.3958541458541,0.982072419975835,0.0365506138829099,2.35523573567331,146
"GOTERM_BP_FAT","GO:1901990~regulation of mitotic cell cycle phase transition",10,6.89655172413793,0.00143795225311549,143,312,16650,3.73184507799892,0.987460075206,0.0393765933138019,2.56186507852819,147
"GOTERM_BP_FAT","GO:0042035~regulation of cytokine biosynthetic process",6,4.13793103448276,0.00151243612609194,143,98,16650,7.12858570001427,0.990006566182655,0.0410066656289552,2.69286255799228,148
"GOTERM_BP_FAT","GO:0000083~regulation of transcription involved in G1/S transition of mitotic cell cycle",4,2.75862068965517,0.00152898513240349,143,27,16650,17.2494172494172,0.99049808900904,0.041080653594465,2.72194529884915,149
"GOTERM_BP_FAT","GO:0002446~neutrophil mediated immunity",4,2.75862068965517,0.00152898513240349,143,27,16650,17.2494172494172,0.99049808900904,0.041080653594465,2.72194529884915,150
"GOTERM_CC_FAT","GO:0005874~microtubule",12,8.27586206896552,0.00154701182345273,138,404,14527,3.12677572105037,0.383095729776421,0.0251027836501345,2.05973745445546,151
"GOTERM_CC_FAT","GO:0016023~cytoplasmic, membrane-bounded vesicle",23,15.8620689655172,0.00157857747734373,138,1183,14527,2.04663285432516,0.389150898470816,0.0243440510127705,2.10135309956502,152
"GOTERM_BP_FAT","GO:0007010~cytoskeleton organization",21,14.4827586206897,0.00169754373053799,143,1144,16650,2.13732945376302,0.994315516322789,0.0451116420608345,3.01769794867063,153
"GOTERM_MF_FAT","GO:0097367~carbohydrate derivative binding",32,22.0689655172414,0.00176012987828961,127,2241,15478,1.74028045691076,0.611033038031991,0.172091115833122,2.529151741026,154
"GOTERM_BP_FAT","GO:0042108~positive regulation of cytokine biosynthetic process",5,3.44827586206897,0.00181580644704315,143,61,16650,9.54373495357102,0.996036079498396,0.0477642802583352,3.22469431578174,155
"GOTERM_MF_FAT","GO:0008201~heparin binding",7,4.82758620689655,0.00197331010273333,127,160,15478,5.33198818897638,0.653107092056641,0.161764782058564,2.83139550322175,156
"GOTERM_CC_FAT","GO:0051233~spindle midzone",4,2.75862068965517,0.00203354716771174,138,27,14527,15.5952764358561,0.470124232699546,0.0297907042678688,2.69936252464043,157
"GOTERM_BP_FAT","GO:0044419~interspecies interaction between organisms",19,13.1034482758621,0.0020862364261864,143,998,16650,2.21667110444666,0.99826204964924,0.0542207066487745,3.69646341715339,158
"GOTERM_BP_FAT","GO:0044403~symbiosis, encompassing mutualism through parasitism",19,13.1034482758621,0.0020862364261864,143,998,16650,2.21667110444666,0.99826204964924,0.0542207066487745,3.69646341715339,159
"GOTERM_BP_FAT","GO:0045786~negative regulation of cell cycle",12,8.27586206896552,0.00232995078759383,143,470,16650,2.97277190894212,0.999173501802318,0.0598581015531562,4.11976495436464,160
"GOTERM_BP_FAT","GO:0031570~DNA integrity checkpoint",7,4.82758620689655,0.00237112600503691,143,158,16650,5.15844914579092,0.999271049125294,0.0603755796128294,4.19110741403864,161
"GOTERM_BP_FAT","GO:1901987~regulation of cell cycle phase transition",10,6.89655172413793,0.0023804698717247,143,336,16650,3.46528471528472,0.99929153175129,0.0601043027158324,4.20729013261874,162
"GOTERM_BP_FAT","GO:0032465~regulation of cytokinesis",5,3.44827586206897,0.00242685353284642,143,66,16650,8.82072472981564,0.999385001592071,0.0607373178471415,4.28758416050783,163
"GOTERM_BP_FAT","GO:0007093~mitotic cell cycle checkpoint",7,4.82758620689655,0.00242763056572931,143,159,16650,5.1260060694023,0.999386457574609,0.0602613318569767,4.28892872837824,164
"GOTERM_BP_FAT","GO:0040007~growth",18,12.4137931034483,0.00247656989107625,143,932,16650,2.24871694828776,0.999471543244213,0.0609434517765848,4.37357677929846,165
"GOTERM_BP_FAT","GO:0016572~histone phosphorylation",4,2.75862068965517,0.00251335114448026,143,32,16650,14.5541958041958,0.999527633259905,0.0613261807227425,4.43714903528055,166
"GOTERM_BP_FAT","GO:0033045~regulation of sister chromatid segregation",5,3.44827586206897,0.00256407964160931,143,67,16650,8.68907212190794,0.999595360734405,0.0620297105483046,4.5247620393119,167
"GOTERM_BP_FAT","GO:0055076~transition metal ion homeostasis",6,4.13793103448276,0.00261381694271844,143,111,16650,6.29370629370629,0.999652330434358,0.0626983018397513,4.61058948658798,168
"GOTERM_BP_FAT","GO:0002478~antigen processing and presentation of exogenous peptide antigen",7,4.82758620689655,0.00266687670907898,143,162,16650,5.03108003108003,0.999704294450411,0.0634322711058005,4.70206988668053,169
"GOTERM_BP_FAT","GO:0006026~aminoglycan catabolic process",5,3.44827586206897,0.00270654272985467,143,68,16650,8.56129164952694,0.999738002405182,0.0638479806667155,4.77040397853231,170
"GOTERM_CC_FAT","GO:0000777~condensed chromosome kinetochore",6,4.13793103448276,0.00289921782375822,138,103,14527,6.13212325875897,0.595809813578037,0.0403396871119811,3.82786814717742,171
"GOTERM_MF_FAT","GO:1901681~sulfur compound binding",8,5.51724137931035,0.00297115222069094,127,233,15478,4.18451556216417,0.797072827959119,0.203751549052648,4.23455338304601,172
"GOTERM_BP_FAT","GO:0030261~chromosome condensation",4,2.75862068965517,0.00299480260248881,143,34,16650,13.6980666392431,0.999891293364297,0.0698741493657906,5.26561119948152,173
"GOTERM_BP_FAT","GO:0035404~histone-serine phosphorylation",3,2.06896551724138,0.00310763446537663,143,10,16650,34.9300699300699,0.999922965402047,0.0718638264412041,5.45878405179119,174
"GOTERM_BP_FAT","GO:0048872~homeostasis of number of cells",8,5.51724137931035,0.00311650889867606,143,224,16650,4.15834165834166,0.999925024196542,0.0715194268370736,5.47396165859243,175
"GOTERM_BP_FAT","GO:0031099~regeneration",7,4.82758620689655,0.00319305576137255,143,168,16650,4.8513986013986,0.999940647386118,0.0726664597744522,5.60478134747741,176
"GOTERM_BP_FAT","GO:0019884~antigen processing and presentation of exogenous antigen",7,4.82758620689655,0.00328836511832001,143,169,16650,4.82269210079861,0.999955631629423,0.0742026147883164,5.76742739288705,177
"GOTERM_BP_FAT","GO:0006260~DNA replication",9,6.20689655172414,0.0034536310808756,143,290,16650,3.61345551000723,0.9999732128715,0.0772189380866412,6.04882757201732,178
"GOTERM_CC_FAT","GO:0031616~spindle pole centrosome",3,2.06896551724138,0.00378103371231475,138,10,14527,31.5804347826087,0.693310169304561,0.0500897333677194,4.96495507021112,179
"GOTERM_BP_FAT","GO:0022411~cellular component disassembly",12,8.27586206896552,0.00384818635297552,143,502,16650,2.78327250438804,0.999991972362104,0.0850478284608405,6.71743512191113,180
"GOTERM_BP_FAT","GO:0001817~regulation of cytokine production",13,8.96551724137931,0.00390260724605804,143,577,16650,2.62328659209075,0.999993201899235,0.0855798839372706,6.80930247856191,181
"GOTERM_BP_FAT","GO:0021700~developmental maturation",8,5.51724137931035,0.00414929714224876,143,236,16650,3.94690055707005,0.999996800701688,0.0901015068786696,7.22466655299542,182
"GOTERM_BP_FAT","GO:0048002~antigen processing and presentation of peptide antigen",7,4.82758620689655,0.00435546842363526,143,179,16650,4.55326796108919,0.99999829617956,0.0937045365335146,7.57046534975397,183
"GOTERM_BP_FAT","GO:0034501~protein localization to kinetochore",3,2.06896551724138,0.00450718835936748,143,12,16650,29.1083916083916,0.999998928419884,0.0961359309502933,7.82415817773181,184
"GOTERM_BP_FAT","GO:0000086~G2/M transition of mitotic cell cycle",7,4.82758620689655,0.00484700460766395,143,183,16650,4.45374297833314,0.999999620835708,0.102302269496652,8.38998502639672,185
"GOTERM_BP_FAT","GO:0050900~leukocyte migration",10,6.89655172413793,0.00498414499292024,143,376,16650,3.09663740514804,0.999999750716722,0.104326035410743,8.61740648989889,186
"GOTERM_BP_FAT","GO:0009263~deoxyribonucleotide biosynthetic process",3,2.06896551724138,0.00529701260591451,143,13,16650,26.8692845615923,0.99999990426209,0.10976595061731,9.13424399775539,187
"GOTERM_BP_FAT","GO:0006890~retrograde vesicle-mediated transport, Golgi to ER",5,3.44827586206897,0.00530433933073952,143,82,16650,7.09960770936381,0.999999906384093,0.109168932263973,9.14631413310787,188
"GOTERM_CC_FAT","GO:0005833~hemoglobin complex",3,2.06896551724138,0.00547743168295845,138,12,14527,26.3170289855072,0.81979428124263,0.0689127983701852,7.11751321894246,189
"GOTERM_CC_FAT","GO:0098687~chromosomal region",10,6.89655172413793,0.00552512931926984,138,346,14527,3.04243109659043,0.822470801020437,0.0668084626459118,7.17737919734618,190
"GOTERM_BP_FAT","GO:0016477~cell migration",20,13.7931034482759,0.00566405805109986,143,1184,16650,1.96678321678322,0.999999968858542,0.115370802861774,9.7370601794882,191
"GOTERM_BP_FAT","GO:0046686~response to cadmium ion",4,2.75862068965517,0.00584121853344796,143,43,16650,10.8310294356806,0.999999981892586,0.117981159222868,10.0266657583701,192
"GOTERM_BP_FAT","GO:0032506~cytokinetic process",3,2.06896551724138,0.00614545532240716,143,14,16650,24.9500499500499,0.999999992865466,0.122937528298944,10.5219571931955,193
"GOTERM_MF_FAT","GO:0042803~protein homodimerization activity",14,9.6551724137931,0.00650610644565957,127,730,15478,2.33730989105814,0.969762330148906,0.354243866135209,9.05500390692708,194
"GOTERM_BP_FAT","GO:0002526~acute inflammatory response",6,4.13793103448276,0.00655779047337186,143,138,16650,5.06232897537245,0.999999997981831,0.129802642945796,11.1891212756398,195
"GOTERM_BP_FAT","GO:0070542~response to fatty acid",4,2.75862068965517,0.00663383180899362,143,45,16650,10.3496503496503,0.999999998401189,0.130365957748147,11.3116429313175,196
"GOTERM_BP_FAT","GO:0046456~icosanoid biosynthetic process",4,2.75862068965517,0.00663383180899362,143,45,16650,10.3496503496503,0.999999998401189,0.130365957748147,11.3116429313175,197
"GOTERM_BP_FAT","GO:0051128~regulation of cellular component organization",32,22.0689655172414,0.00679903432717667,143,2323,16650,1.603906210019,0.99999999903618,0.132545810330292,11.577275615906,198
"GOTERM_MF_FAT","GO:0046906~tetrapyrrole binding",6,4.13793103448276,0.0068383908538595,127,146,15478,5.00852119512458,0.974725709095897,0.335461898119581,9.49630887109612,199
"GOTERM_BP_FAT","GO:0044839~cell cycle G2/M phase transition",7,4.82758620689655,0.00689179366303741,143,197,16650,4.13723332505058,0.999999999274622,0.133383470429101,11.7260957281597,200
"GOTERM_MF_FAT","GO:0016810~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",6,4.13793103448276,0.00703404784063933,127,147,15478,4.97444962236863,0.977258690621609,0.315014234475017,9.75522611813514,201
"GOTERM_BP_FAT","GO:0071459~protein localization to chromosome, centromeric region",3,2.06896551724138,0.00705147357189316,143,15,16650,23.2867132867133,0.999999999555311,0.135408039514796,11.98172703966,202
"GOTERM_BP_FAT","GO:0020027~hemoglobin metabolic process",3,2.06896551724138,0.00705147357189316,143,15,16650,23.2867132867133,0.999999999555311,0.135408039514796,11.98172703966,203
"GOTERM_BP_FAT","GO:0051782~negative regulation of cell division",3,2.06896551724138,0.00705147357189316,143,15,16650,23.2867132867133,0.999999999555311,0.135408039514796,11.98172703966,204
"GOTERM_BP_FAT","GO:0045860~positive regulation of protein kinase activity",11,7.58620689655172,0.00706078456373319,143,470,16650,2.72504091653028,0.999999999567821,0.134729080485935,11.9966113957174,205
"GOTERM_BP_FAT","GO:0012501~programmed cell death",27,18.6206896551724,0.00718929503271912,143,1852,16650,1.69746560135329,0.999999999708518,0.136165108483001,12.2018028316221,206
"GOTERM_CC_FAT","GO:0015630~microtubule cytoskeleton",20,13.7931034482759,0.00738785511449057,138,1100,14527,1.91396574440053,0.901092232895118,0.085139208493954,9.48757237689335,207
"GOTERM_BP_FAT","GO:0051338~regulation of transferase activity",17,11.7241379310345,0.00743342279384172,143,955,16650,2.07263940248233,0.999999999862087,0.13960202886643,12.590355266657,208
"GOTERM_BP_FAT","GO:0008219~cell death",28,19.3103448275862,0.0077516200481901,143,1958,16650,1.66503567933599,0.999999999948016,0.14426111391222,13.094358537613,209
"GOTERM_BP_FAT","GO:0002684~positive regulation of immune system process",17,11.7241379310345,0.00779794560285011,143,960,16650,2.06184440559441,0.999999999954901,0.144184391874216,13.1675058186368,210
"GOTERM_BP_FAT","GO:0006879~cellular iron ion homeostasis",4,2.75862068965517,0.0079374206718514,143,48,16650,9.7027972027972,0.999999999970597,0.145695116374709,13.3873836813721,211
"GOTERM_BP_FAT","GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II",5,3.44827586206897,0.00793908111950598,143,92,16650,6.32791121921557,0.999999999970747,0.144854872302353,13.389998152025,212
"GOTERM_BP_FAT","GO:0015695~organic cation transport",3,2.06896551724138,0.00801403772395455,143,16,16650,21.8312937062937,0.999999999976756,0.145257369401041,13.5079440450082,213
"GOTERM_BP_FAT","GO:0006323~DNA packaging",7,4.82758620689655,0.00830842772143409,143,205,16650,3.97578031724373,0.99999999999058,0.14931045235628,13.9697068932786,214
"GOTERM_BP_FAT","GO:0071222~cellular response to lipopolysaccharide",6,4.13793103448276,0.00898376211709084,143,149,16650,4.68859999061341,0.999999999998815,0.159538886761726,15.0202142487268,215
"GOTERM_BP_FAT","GO:0001934~positive regulation of protein phosphorylation",16,11.0344827586207,0.00900161622850733,143,890,16650,2.09318771116524,0.999999999998878,0.15890972468559,15.0478218798553,216
"GOTERM_MF_FAT","GO:0008017~microtubule binding",7,4.82758620689655,0.0090506374076636,127,219,15478,3.8955164850969,0.992351364224967,0.35790610056919,12.3839301715697,217
"GOTERM_BP_FAT","GO:0051674~localization of cell",21,14.4827586206897,0.00913260223346354,143,1330,16650,1.83842473316158,0.99999999999925,0.16011362558119,15.2501052979242,218
"GOTERM_BP_FAT","GO:0048870~cell motility",21,14.4827586206897,0.00913260223346354,143,1330,16650,1.83842473316158,0.99999999999925,0.16011362558119,15.2501052979242,219
"GOTERM_BP_FAT","GO:0033043~regulation of organelle organization",19,13.1034482758621,0.00919179223044518,143,1152,16650,1.92034527972028,0.999999999999374,0.160151664824142,15.3413638708607,220
"GOTERM_BP_FAT","GO:0030218~erythrocyte differentiation",5,3.44827586206897,0.00919630311120415,143,96,16650,6.06424825174825,0.999999999999383,0.159318246595051,15.3483148960486,221
"GOTERM_BP_FAT","GO:0002495~antigen processing and presentation of peptide antigen via MHC class II",5,3.44827586206897,0.00919630311120415,143,96,16650,6.06424825174825,0.999999999999383,0.159318246595051,15.3483148960486,222
"GOTERM_BP_FAT","GO:0045859~regulation of protein kinase activity",14,9.6551724137931,0.00963314025769959,143,730,16650,2.23297250694511,0.999999999999839,0.165322724320071,16.0189095498661,223
"GOTERM_BP_FAT","GO:0051240~positive regulation of multicellular organismal process",22,15.1724137931034,0.00986010291564495,143,1431,16650,1.79003386550556,0.99999999999992,0.167948505857884,16.3653391370563,224
"GOTERM_BP_FAT","GO:0001101~response to acid chemical",8,5.51724137931035,0.00987735905471789,143,278,16650,3.35060622830407,0.999999999999924,0.167288517468686,16.3916231449266,225
"GOTERM_BP_FAT","GO:0002504~antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",5,3.44827586206897,0.0102198497980791,143,99,16650,5.88048315321043,0.999999999999973,0.171639865925673,16.9116828874335,226
"GOTERM_BP_FAT","GO:0071219~cellular response to molecule of bacterial origin",6,4.13793103448276,0.0105915868335349,143,155,16650,4.50710579742838,0.999999999999992,0.17636230754218,17.4726933895041,227
"GOTERM_BP_FAT","GO:0071241~cellular response to inorganic substance",6,4.13793103448276,0.0105915868335349,143,155,16650,4.50710579742838,0.999999999999992,0.17636230754218,17.4726933895041,228
"GOTERM_BP_FAT","GO:0033002~muscle cell proliferation",6,4.13793103448276,0.0105915868335349,143,155,16650,4.50710579742838,0.999999999999992,0.17636230754218,17.4726933895041,229
"GOTERM_BP_FAT","GO:0006461~protein complex assembly",22,15.1724137931034,0.010939207506509,143,1445,16650,1.77269097684323,0.999999999999997,0.180642383029728,17.9940695605973,230
"GOTERM_BP_FAT","GO:0010043~response to zinc ion",4,2.75862068965517,0.0109695434215154,143,54,16650,8.62470862470862,0.999999999999997,0.180128790210655,18.039420741753,231
"GOTERM_BP_FAT","GO:0061515~myeloid cell development",4,2.75862068965517,0.0109695434215154,143,54,16650,8.62470862470862,0.999999999999997,0.180128790210655,18.039420741753,232
"GOTERM_BP_FAT","GO:0071103~DNA conformation change",8,5.51724137931035,0.0110188948156818,143,284,16650,3.27981877277652,0.999999999999998,0.179903235312798,18.1131488159523,233
"GOTERM_BP_FAT","GO:0070271~protein complex biogenesis",22,15.1724137931034,0.0110198058230983,143,1446,16650,1.77146504947335,0.999999999999998,0.17896495978379,18.1145092182803,234
"GOTERM_BP_FAT","GO:0050901~leukocyte tethering or rolling",3,2.06896551724138,0.0112309057967347,143,19,16650,18.3842473316158,0.999999999999999,0.181121705867929,18.4291686937445,235
"GOTERM_BP_FAT","GO:0045930~negative regulation of mitotic cell cycle",7,4.82758620689655,0.0112733517863847,143,219,16650,3.72162084490852,0.999999999999999,0.180794151713323,18.4922993875981,236
"GOTERM_BP_FAT","GO:0033674~positive regulation of kinase activity",11,7.58620689655172,0.0113544737632065,143,505,16650,2.53617669459254,0.999999999999999,0.181030741557775,18.6128252184178,237
"GOTERM_BP_FAT","GO:0031960~response to corticosteroid",6,4.13793103448276,0.011537015488148,143,158,16650,4.42152783924936,1,0.182724007811566,18.8834187011279,238
"GOTERM_BP_FAT","GO:0042089~cytokine biosynthetic process",5,3.44827586206897,0.0116955421336281,143,103,16650,5.65211487541585,1,0.184052336461464,19.1177234146315,239
"GOTERM_BP_FAT","GO:0019725~cellular homeostasis",15,10.3448275862069,0.0117728468360974,143,833,16650,2.09664285294537,1,0.18421194349928,19.2317488890125,240
"GOTERM_BP_FAT","GO:0051130~positive regulation of cellular component organization",19,13.1034482758621,0.011871205653124,143,1183,16650,1.8700234676566,1,0.184666851835579,19.376609975328,241
"GOTERM_BP_FAT","GO:0072593~reactive oxygen species metabolic process",7,4.82758620689655,0.0119948940602749,143,222,16650,3.67132867132867,1,0.185471634569141,19.5584276939319,242
"GOTERM_BP_FAT","GO:0042592~homeostatic process",24,16.551724137931,0.0120526315600235,143,1645,16650,1.69872680510978,1,0.185348031431127,19.6431671866419,243
"GOTERM_BP_FAT","GO:0034101~erythrocyte homeostasis",5,3.44827586206897,0.0124820832241308,143,105,16650,5.54445554445554,1,0.190364718607884,20.2708189371887,244
"GOTERM_BP_FAT","GO:0032680~regulation of tumor necrosis factor production",5,3.44827586206897,0.0124820832241308,143,105,16650,5.54445554445554,1,0.190364718607884,20.2708189371887,245
"GOTERM_BP_FAT","GO:0042107~cytokine metabolic process",5,3.44827586206897,0.0124820832241308,143,105,16650,5.54445554445554,1,0.190364718607884,20.2708189371887,246
"GOTERM_BP_FAT","GO:0000082~G1/S transition of mitotic cell cycle",7,4.82758620689655,0.0124936595449012,143,224,16650,3.63854895104895,1,0.189583625946371,20.2876736824293,247
"GOTERM_BP_FAT","GO:0006801~superoxide metabolic process",4,2.75862068965517,0.0127034797664635,143,57,16650,8.17077659182922,1,0.191514021989037,20.5925823844921,248
"GOTERM_BP_FAT","GO:0002682~regulation of immune system process",21,14.4827586206897,0.0131467829661776,143,1378,16650,1.77438671633156,1,0.196568958185765,21.2331675496808,249
"GOTERM_BP_FAT","GO:0019882~antigen processing and presentation",7,4.82758620689655,0.0132689271057452,143,227,16650,3.59046240103509,1,0.197253951699396,21.4088095400886,250
"GOTERM_BP_FAT","GO:0044774~mitotic DNA integrity checkpoint",5,3.44827586206897,0.0133017255998703,143,107,16650,5.44082086138161,1,0.196742071427644,21.4559103849616,251
"GOTERM_BP_FAT","GO:0006636~unsaturated fatty acid biosynthetic process",4,2.75862068965517,0.0133142718975758,143,58,16650,8.02990113334941,1,0.195966849662272,21.4739206613916,252
"GOTERM_BP_FAT","GO:0042327~positive regulation of phosphorylation",16,11.0344827586207,0.0133266886512922,143,932,16650,1.99885950958912,1,0.195197430459844,21.4917411360998,253
"GOTERM_CC_FAT","GO:0005875~microtubule associated complex",6,4.13793103448276,0.0134543045337156,138,149,14527,4.23898453457835,0.985392756513715,0.144891847467998,16.6476074814476,254
"GOTERM_CC_FAT","GO:0000780~condensed nuclear chromosome, centromeric region",3,2.06896551724138,0.0135929824985199,138,19,14527,16.6212814645309,0.986019592941682,0.141444124038706,16.8049775622918,255
"GOTERM_BP_FAT","GO:0044788~modulation by host of viral process",3,2.06896551724138,0.013639922898925,143,21,16650,16.6333666333666,1,0.198380696146691,21.9400320529999,256
"GOTERM_BP_FAT","GO:0061756~leukocyte adhesion to vascular endothelial cell",3,2.06896551724138,0.013639922898925,143,21,16650,16.6333666333666,1,0.198380696146691,21.9400320529999,257
"GOTERM_BP_FAT","GO:1903555~regulation of tumor necrosis factor superfamily cytokine production",5,3.44827586206897,0.0137241021305163,143,108,16650,5.39044289044289,1,0.198543489763066,22.0600938542597,258
"GOTERM_BP_FAT","GO:0033013~tetrapyrrole metabolic process",4,2.75862068965517,0.0139415783553766,143,59,16650,7.8938011141401,1,0.200428419881282,22.3694654585262,259
"GOTERM_BP_FAT","GO:0070207~protein homotrimerization",3,2.06896551724138,0.0149208669254082,143,22,16650,15.8773045136682,1,0.212003941562006,23.748240783041,260
"GOTERM_BP_FAT","GO:0002544~chronic inflammatory response",3,2.06896551724138,0.0149208669254082,143,22,16650,15.8773045136682,1,0.212003941562006,23.748240783041,261
"GOTERM_BP_FAT","GO:0002691~regulation of cellular extravasation",3,2.06896551724138,0.0149208669254082,143,22,16650,15.8773045136682,1,0.212003941562006,23.748240783041,262
"GOTERM_BP_FAT","GO:0008608~attachment of spindle microtubules to kinetochore",3,2.06896551724138,0.0149208669254082,143,22,16650,15.8773045136682,1,0.212003941562006,23.748240783041,263
"GOTERM_BP_FAT","GO:0071706~tumor necrosis factor superfamily cytokine production",5,3.44827586206897,0.0150421056403447,143,111,16650,5.24475524475525,1,0.212560153648259,23.9173189548147,264
"GOTERM_CC_FAT","GO:0005694~chromosome",17,11.7241379310345,0.0151906781061075,138,937,14527,1.90988043864941,0.991569155849535,0.151838973578736,18.5982962355825,265
"GOTERM_CC_FAT","GO:0072562~blood microparticle",6,4.13793103448276,0.0153266507553501,138,154,14527,4.10135516657256,0.991924651056204,0.148394005256197,18.7492533199001,266
"GOTERM_BP_FAT","GO:0016192~vesicle-mediated transport",22,15.1724137931034,0.0154909230696768,143,1494,16650,1.71455050973123,1,0.217205914634077,24.5401579168712,267
"GOTERM_BP_FAT","GO:0007584~response to nutrient",6,4.13793103448276,0.0156455052403466,143,171,16650,4.08538829591461,1,0.218140481905592,24.753559447606,268
"GOTERM_BP_FAT","GO:0007292~female gamete generation",5,3.44827586206897,0.0164375011083835,143,114,16650,5.10673536989326,1,0.22688022385114,25.8380014977912,269
"GOTERM_CC_FAT","GO:0031225~anchored component of membrane",6,4.13793103448276,0.0165298647326861,138,157,14527,4.02298532262531,0.994485742693008,0.154439391111682,20.0738171257911,270
"GOTERM_BP_FAT","GO:0044259~multicellular organismal macromolecule metabolic process",5,3.44827586206897,0.0169200593354036,143,115,16650,5.06232897537245,1,0.231715719161999,26.4914899924399,271
"GOTERM_BP_FAT","GO:0000912~assembly of actomyosin apparatus involved in cytokinesis",2,1.37931034482759,0.0169848291434758,143,2,16650,116.433566433566,1,0.231470829965992,26.5787872055472,272
"GOTERM_BP_FAT","GO:0000915~actomyosin contractile ring assembly",2,1.37931034482759,0.0169848291434758,143,2,16650,116.433566433566,1,0.231470829965992,26.5787872055472,273
"GOTERM_BP_FAT","GO:0044837~actomyosin contractile ring organization",2,1.37931034482759,0.0169848291434758,143,2,16650,116.433566433566,1,0.231470829965992,26.5787872055472,274
"GOTERM_BP_FAT","GO:0010948~negative regulation of cell cycle process",7,4.82758620689655,0.0170200031217068,143,240,16650,3.39597902097902,1,0.230874347328865,26.6261539079921,275
"GOTERM_BP_FAT","GO:0045926~negative regulation of growth",7,4.82758620689655,0.0170200031217068,143,240,16650,3.39597902097902,1,0.230874347328865,26.6261539079921,276
"GOTERM_BP_FAT","GO:0071216~cellular response to biotic stimulus",6,4.13793103448276,0.0171261940676244,143,175,16650,3.99200799200799,1,0.231129081608901,26.768979885716,277
"GOTERM_BP_FAT","GO:0043549~regulation of kinase activity",14,9.6551724137931,0.0172599638818966,143,788,16650,2.06861666252529,1,0.231707813701339,26.9485254776737,278
"GOTERM_CC_FAT","GO:0005871~kinesin complex",4,2.75862068965517,0.0173598148309714,138,58,14527,7.25987006496752,0.995762687915164,0.156963114825327,20.975792494694,279
"GOTERM_BP_FAT","GO:0010243~response to organonitrogen compound",14,9.6551724137931,0.0174230089840389,143,789,16650,2.06599484166024,1,0.232625096550929,27.1668020705839,280
"GOTERM_BP_FAT","GO:0045785~positive regulation of cell adhesion",9,6.20689655172414,0.0174923902924907,143,385,16650,2.72182363091454,1,0.232436438258854,27.2594993046565,281
"GOTERM_BP_FAT","GO:0031401~positive regulation of protein modification process",18,12.4137931034483,0.0176125884323334,143,1143,16650,1.83359947139475,1,0.232841799286521,27.4198269099914,282
"GOTERM_BP_FAT","GO:0001819~positive regulation of cytokine production",9,6.20689655172414,0.0177378634692554,143,386,16650,2.71477227435777,1,0.233301989596273,27.5865711263546,283
"GOTERM_BP_FAT","GO:0006275~regulation of DNA replication",5,3.44827586206897,0.0179115913391643,143,117,16650,4.9757934373319,1,0.23431583785768,27.8172085409761,284
"GOTERM_MF_FAT","GO:0004252~serine-type endopeptidase activity",7,4.82758620689655,0.0180253115277557,127,255,15478,3.34556121661263,0.999941688084049,0.556241747539581,23.241007285784,285
"GOTERM_BP_FAT","GO:0044843~cell cycle G1/S phase transition",7,4.82758620689655,0.0183076345846396,143,244,16650,3.34030723374986,1,0.23786009402097,28.3403959563707,286
"GOTERM_MF_FAT","GO:0044877~macromolecular complex binding",19,13.1034482758621,0.0187678021202392,127,1306,15478,1.77305229648744,0.99996112416285,0.542127461980648,24.0806536112493,287
"GOTERM_BP_FAT","GO:0032637~interleukin-8 production",4,2.75862068965517,0.0187992117291584,143,66,16650,7.05657978385251,1,0.242435713337273,28.9848055986864,288
"GOTERM_MF_FAT","GO:0016755~transferase activity, transferring amino-acyl groups",3,2.06896551724138,0.0188079826534386,127,26,15478,14.0623864324652,0.999961968157829,0.516611582376171,24.1258469469618,289
"GOTERM_BP_FAT","GO:0001556~oocyte maturation",3,2.06896551724138,0.0190581903574211,143,25,16650,13.972027972028,1,0.244338575859839,29.3220959545959,290
"GOTERM_BP_FAT","GO:0002227~innate immune response in mucosa",3,2.06896551724138,0.0190581903574211,143,25,16650,13.972027972028,1,0.244338575859839,29.3220959545959,291
"GOTERM_BP_FAT","GO:1901136~carbohydrate derivative catabolic process",6,4.13793103448276,0.0199302675168888,143,182,16650,3.83846922308461,1,0.253019207920398,30.446785250831,292
"GOTERM_MF_FAT","GO:0034987~immunoglobulin receptor binding",3,2.06896551724138,0.0202057671745527,127,27,15478,13.5415573053368,0.999982286880626,0.517808367281643,25.6825092427933,293
"GOTERM_BP_FAT","GO:0022607~cellular component assembly",33,22.7586206896552,0.0202791833926215,143,2618,16650,1.46764999706176,1,0.2558171484483,30.8920181129041,294
"GOTERM_BP_FAT","GO:0045730~respiratory burst",3,2.06896551724138,0.0205324072635649,143,26,16650,13.4346422807961,1,0.257539211066727,31.2134562230287,295
